Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
SF/PF,Davis Bertans (13972305),Davis Bertans,13972305,SF/PF/F/UTIL,6300,WAS@DET 12/16/2019 07:00PM ET,WAS,27.75
PF/C,Moritz Wagner (13972361),Moritz Wagner,13972361,PF/C/F/UTIL,5600,WAS@DET 12/16/2019 07:00PM ET,WAS,23.49
PF/C,Thomas Bryant (13972365),Thomas Bryant,13972365,PF/C/F/UTIL,5600,WAS@DET 12/16/2019 07:00PM ET,WAS,31.49
PG,Ish Smith (13972394),Ish Smith,13972394,PG/G/UTIL,5300,WAS@DET 12/16/2019 07:00PM ET,WAS,21.54
SG/SF,Troy Brown (13972413),Troy Brown,13972413,SG/SF/F/G/UTIL,5000,WAS@DET 12/16/2019 07:00PM ET,WAS,20.43
PG,Isaiah Thomas (13972445),Isaiah Thomas,13972445,PG/G/UTIL,4800,WAS@DET 12/16/2019 07:00PM ET,WAS,23.87
PG/SG,Jordan McRae (13972500),Jordan McRae,13972500,PG/SG/G/UTIL,4400,WAS@DET 12/16/2019 07:00PM ET,WAS,17.86
C,Ian Mahinmi (13972545),Ian Mahinmi,13972545,C/UTIL,4100,WAS@DET 12/16/2019 07:00PM ET,WAS,16.56
SF/PF,Admiral Schofield (13972716),Admiral Schofield,13972716,SF/PF/F/UTIL,3100,WAS@DET 12/16/2019 07:00PM ET,WAS,5.66
SF,Isaac Bonga (13972720),Isaac Bonga,13972720,SF/F/UTIL,3100,WAS@DET 12/16/2019 07:00PM ET,WAS,10.07
SG/SF,C.J. Miles (13972923),C.J. Miles,13972923,SG/SF/F/G/UTIL,3000,WAS@DET 12/16/2019 07:00PM ET,WAS,12.85
PG,John Wall (13972928),John Wall,13972928,PG/G/UTIL,3000,WAS@DET 12/16/2019 07:00PM ET,WAS,0
PG,Chris Chiozza (13972931),Chris Chiozza,13972931,PG/G/UTIL,3000,WAS@DET 12/16/2019 07:00PM ET,WAS,11.08
SG/SF,Garrison Mathews (13972934),Garrison Mathews,13972934,SG/SF/F/G/UTIL,3000,WAS@DET 12/16/2019 07:00PM ET,WAS,2.67
PG,Justin Robinson (13972939),Justin Robinson,13972939,PG/G/UTIL,3000,WAS@DET 12/16/2019 07:00PM ET,WAS,2.46
