Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Derrick Walton Jr. (13977762),Derrick Walton Jr.,13977762,PG/G/UTIL,3700,PHO@LAC 12/17/2019 10:30PM ET,LAC,5.44
SF,Royce O'Neale (13977765),Royce O'Neale,13977765,SF/F/UTIL,3700,ORL@UTA 12/17/2019 09:00PM ET,UTA,18.17
PG/SG,Frank Ntilikina (13977772),Frank Ntilikina,13977772,PG/SG/G/UTIL,3600,ATL@NY 12/17/2019 07:30PM ET,NY,16.65
C,Damian Jones (13977780),Damian Jones,13977780,C/UTIL,3600,ATL@NY 12/17/2019 07:30PM ET,ATL,16.11
PF/C,Patrick Patterson (13977768),Patrick Patterson,13977768,PF/C/F/UTIL,3600,PHO@LAC 12/17/2019 10:30PM ET,LAC,11.49
SF/PF,JaMychal Green (13977776),JaMychal Green,13977776,SF/PF/F/UTIL,3600,PHO@LAC 12/17/2019 10:30PM ET,LAC,18.56
PF/C,Bobby Portis (13977786),Bobby Portis,13977786,PF/C/F/UTIL,3500,ATL@NY 12/17/2019 07:30PM ET,NY,19.84
SG/SF,Justin Holiday (13977790),Justin Holiday,13977790,SG/SF/F/G/UTIL,3500,LAL@IND 12/17/2019 07:00PM ET,IND,18.67
SF/PF,Trevor Ariza (13977795),Trevor Ariza,13977795,SF/PF/F/UTIL,3500,SAC@CHA 12/17/2019 07:00PM ET,SAC,14.45
SG/SF,Cody Martin (13977799),Cody Martin,13977799,SG/SF/F/G/UTIL,3500,SAC@CHA 12/17/2019 07:00PM ET,CHA,9.62
C,Mohamed Bamba (13977804),Mohamed Bamba,13977804,C/UTIL,3500,ORL@UTA 12/17/2019 09:00PM ET,ORL,16.30
SF/PF,Kenrich Williams (13977782),Kenrich Williams,13977782,SF/PF/F/UTIL,3500,BKN@NO 12/17/2019 08:00PM ET,NO,18.36
SF/PF,Dzanan Musa (13977806),Dzanan Musa,13977806,SF/PF/F/UTIL,3500,BKN@NO 12/17/2019 08:00PM ET,BKN,9.73
SG/SF,Rodney McGruder (13977810),Rodney McGruder,13977810,SG/SF/F/G/UTIL,3400,PHO@LAC 12/17/2019 10:30PM ET,LAC,9.46
SG/SF,Landry Shamet (13977815),Landry Shamet,13977815,SG/SF/F/G/UTIL,3400,PHO@LAC 12/17/2019 10:30PM ET,LAC,15.16
SG,Jerome Robinson (13977832),Jerome Robinson,13977832,SG/G/UTIL,3400,PHO@LAC 12/17/2019 10:30PM ET,LAC,8.37
PG/SG,Alex Caruso (13977824),Alex Caruso,13977824,PG/SG/G/UTIL,3400,LAL@IND 12/17/2019 07:00PM ET,LAL,13.32
PG/SG,Malik Monk (13977820),Malik Monk,13977820,PG/SG/G/UTIL,3400,SAC@CHA 12/17/2019 07:00PM ET,CHA,16.63
SF/PF,Marvin Williams (13977828),Marvin Williams,13977828,SF/PF/F/UTIL,3400,SAC@CHA 12/17/2019 07:00PM ET,CHA,15.01
SG/SF,Allen Crabbe (13977839),Allen Crabbe,13977839,SG/SF/F/G/UTIL,3300,ATL@NY 12/17/2019 07:30PM ET,ATL,12.28
SF/PF,Doug McDermott (13977835),Doug McDermott,13977835,SF/PF/F/UTIL,3300,LAL@IND 12/17/2019 07:00PM ET,IND,15.89
PG/SG,Michael Carter-Williams (13977844),Michael Carter-Williams,13977844,PG/SG/G/UTIL,3300,ORL@UTA 12/17/2019 09:00PM ET,ORL,14.70
PF/C,Taj Gibson (13977853),Taj Gibson,13977853,PF/C/F/UTIL,3200,ATL@NY 12/17/2019 07:30PM ET,NY,13.92
SG/SF,Reggie Bullock (13977869),Reggie Bullock,13977869,SG/SF/F/G/UTIL,3200,ATL@NY 12/17/2019 07:30PM ET,NY,0
SG/SF,Terance Mann (13977848),Terance Mann,13977848,SG/SF/F/G/UTIL,3200,PHO@LAC 12/17/2019 10:30PM ET,LAC,6.58
SG/SF,Nicolas Batum (13977864),Nicolas Batum,13977864,SG/SF/F/G/UTIL,3200,SAC@CHA 12/17/2019 07:00PM ET,CHA,15.29
SF/PF,Jeff Green (13977857),Jeff Green,13977857,SF/PF/F/UTIL,3200,ORL@UTA 12/17/2019 09:00PM ET,UTA,14.08
PG,Emmanuel Mudiay (13977861),Emmanuel Mudiay,13977861,PG/G/UTIL,3200,ORL@UTA 12/17/2019 09:00PM ET,UTA,14.45
SF/PF,Kevin Knox (13977878),Kevin Knox,13977878,SF/PF/F/UTIL,3100,ATL@NY 12/17/2019 07:30PM ET,NY,14.76
PG/SG,DeAndre' Bembry (13977894),DeAndre' Bembry,13977894,PG/SG/G/UTIL,3100,ATL@NY 12/17/2019 07:30PM ET,ATL,18.51
PF/C,Cheick Diallo (13977884),Cheick Diallo,13977884,PF/C/F/UTIL,3100,PHO@LAC 12/17/2019 10:30PM ET,PHO,10.97
SF/PF,Jared Dudley (13977898),Jared Dudley,13977898,SF/PF/F/UTIL,3100,LAL@IND 12/17/2019 07:00PM ET,LAL,4.92
PG,Quinn Cook (13977902),Quinn Cook,13977902,PG/G/UTIL,3100,LAL@IND 12/17/2019 07:00PM ET,LAL,9.29
SF/PF,Michael Kidd-Gilchrist (13977874),Michael Kidd-Gilchrist,13977874,SF/PF/F/UTIL,3100,SAC@CHA 12/17/2019 07:00PM ET,CHA,11.61
SF/PF,Georges Niang (13977888),Georges Niang,13977888,SF/PF/F/UTIL,3100,ORL@UTA 12/17/2019 09:00PM ET,UTA,8.15
C,Tony Bradley (13977892),Tony Bradley,13977892,C/UTIL,3100,ORL@UTA 12/17/2019 09:00PM ET,UTA,9.96
C,Jahlil Okafor (13977882),Jahlil Okafor,13977882,C/UTIL,3100,BKN@NO 12/17/2019 08:00PM ET,NO,18.76
SG/SF,Wayne Ellington (13977965),Wayne Ellington,13977965,SG/SF/F/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,8.65
PG/SG,Kadeem Allen (13977970),Kadeem Allen,13977970,PG/SG/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,15
PG/SG,Allonzo Trier (13977974),Allonzo Trier,13977974,PG/SG/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,12.48
PF/C,Ivan Rabb (13977978),Ivan Rabb,13977978,PF/C/F/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,0
SF/PF,Ignas Brazdeikis (13977982),Ignas Brazdeikis,13977982,SF/PF/F/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,3.54
SF/PF,Vince Carter (13978102),Vince Carter,13978102,SF/PF/F/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,10.98
PG/SF,Evan Turner (13978106),Evan Turner,13978106,PG/SF/F/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,11.2
SF/PF,Chandler Parsons (13978111),Chandler Parsons,13978111,SF/PF/F/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,8.38
PG/SG,Brandon Goodwin (13978115),Brandon Goodwin,13978115,PG/SG/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,-0.5
SG/SF,Charlie Brown (13978119),Charlie Brown,13978119,SG/SF/F/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,3.31
C,Bruno Fernando (13978124),Bruno Fernando,13978124,C/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,ATL,10
SG/SF,Damyean Dotson (13978196),Damyean Dotson,13978196,SG/SF/F/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,11.16
PG,Dennis Smith Jr. (13978201),Dennis Smith Jr.,13978201,PG/G/UTIL,3000,ATL@NY 12/17/2019 07:30PM ET,NY,12.84
PG/SG,Ty Jerome (13977914),Ty Jerome,13977914,PG/SG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,10.92
PF/C,Johnathan Motley (13978040),Johnathan Motley,13978040,PF/C/F/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,LAC,3.17
PF/C,Mfiondu Kabengele (13978044),Mfiondu Kabengele,13978044,PF/C/F/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,LAC,4.47
PG/SF,Amir Coffey (13978048),Amir Coffey,13978048,PG/SF/F/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,LAC,0
PG/SG,Tyler Johnson (13978177),Tyler Johnson,13978177,PG/SG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,13.08
PG/SG,Jevon Carter (13978181),Jevon Carter,13978181,PG/SG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,10.60
PG,Jared Harper (13978185),Jared Harper,13978185,PG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,0
PG/SG,Elie Okobo (13978188),Elie Okobo,13978188,PG/SG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,9.54
PG/SG,Jalen Lecque (13978192),Jalen Lecque,13978192,PG/SG/G/UTIL,3000,PHO@LAC 12/17/2019 10:30PM ET,PHO,0
PG/SG,Avery Bradley (13977905),Avery Bradley,13977905,PG/SG/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,16.17
SF/PF,Jakarr Sampson (13977918),Jakarr Sampson,13977918,SF/PF/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,11.78
PG/SG,Naz Mitrou-Long (13977922),Naz Mitrou-Long,13977922,PG/SG/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,12
PG/SF,Edmond Sumner (13977926),Edmond Sumner,13977926,PG/SF/F/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,10.55
PF/C,TJ Leaf (13977931),TJ Leaf,13977931,PF/C/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,9.68
PF,Alize Johnson (13977935),Alize Johnson,13977935,PF/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,3.53
SG/SF,Brian Bowen II (13977938),Brian Bowen II,13977938,SG/SF/F/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,1.75
PF/C,Goga Bitadze (13977943),Goga Bitadze,13977943,PF/C/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,IND,9.66
PF,DeMarcus Cousins (13978053),DeMarcus Cousins,13978053,PF/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,0
SG,Troy Daniels (13978056),Troy Daniels,13978056,SG/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,8.32
PF,Devontae Cacok (13978059),Devontae Cacok,13978059,PF/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,0
SF/PF,Kostas Antetokounmpo (13978062),Kostas Antetokounmpo,13978062,SF/PF/F/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,0.62
SG,Zach Norvell Jr. (13978066),Zach Norvell Jr.,13978066,SG/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,0.62
SG/SF,Talen Horton-Tucker (13978069),Talen Horton-Tucker,13978069,SG/SF/F/G/UTIL,3000,LAL@IND 12/17/2019 07:00PM ET,LAL,1.5
SG/SF,Dwayne Bacon (13977909),Dwayne Bacon,13977909,SG/SF/F/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,12.48
C,Guillermo Hernangomez (13977947),Guillermo Hernangomez,13977947,C/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,7.17
SG/SF,Caleb Martin (13977949),Caleb Martin,13977949,SG/SF/F/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,4.85
SF/PF,Robert Franks (13977954),Robert Franks,13977954,SF/PF/F/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,0
SG,Kobi Simmons (13977958),Kobi Simmons,13977958,SG/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,0
SF/PF,Jalen McDaniels (13977961),Jalen McDaniels,13977961,SF/PF/F/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,CHA,2.62
C,Dewayne Dedmon (13978074),Dewayne Dedmon,13978074,C/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,12.11
PF/C,Caleb Swanigan (13978076),Caleb Swanigan,13978076,PF/C/F/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,2.65
SG/SF,Justin James (13978080),Justin James,13978080,SG/SF/F/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,8.12
SG/SF,DaQuan Jeffries (13978085),DaQuan Jeffries,13978085,SG/SF/F/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,2.38
PF/C,Harry Giles (13978090),Harry Giles,13978090,PF/C/F/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,6.82
PG/SG,Kyle Guy (13978094),Kyle Guy,13978094,PG/SG/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,0
SF/PF,Wenyen Gabriel (13978098),Wenyen Gabriel,13978098,SF/PF/F/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,5.36
PG/SG,Yogi Ferrell (13978204),Yogi Ferrell,13978204,PG/SG/G/UTIL,3000,SAC@CHA 12/17/2019 07:00PM ET,SAC,10.78
PF/C,Ed Davis (13978014),Ed Davis,13978014,PF/C/F/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,9.41
PG,Nigel Williams-Goss (13978018),Nigel Williams-Goss,13978018,PG/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,1.29
PG/SG,Dante Exum (13978021),Dante Exum,13978021,PG/SG/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,4.68
SF/PF,Jarrell Brantley (13978025),Jarrell Brantley,13978025,SF/PF/F/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,5
PG,Justin Wright-Foreman (13978029),Justin Wright-Foreman,13978029,PG/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,0
PF,Juwan Morgan (13978032),Juwan Morgan,13978032,PF/F/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,0.67
SG/SF,Miye Oni (13978035),Miye Oni,13978035,SG/SF/F/G/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,UTA,0.25
SF/PF,Al-Farouq Aminu (13978151),Al-Farouq Aminu,13978151,SF/PF/F/UTIL,3000,ORL@UTA 12/17/2019 09:00PM ET,ORL,14.94
