PG,SG,SF,PF,C,G,F,UTIL,,Instructions
,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,SF/PF,Rondae Hollis-Jefferson (14004144),Rondae Hollis-Jefferson,14004144,SF/PF/F/UTIL,4100,WAS@TOR 12/20/2019 07:30PM ET,TOR,18.49
,,,,,,,,,PG/SG,Terence Davis (14004148),Terence Davis,14004148,PG/SG/G/UTIL,4100,WAS@TOR 12/20/2019 07:30PM ET,TOR,13.94
,,,,,,,,,PF/C,Daniel Theis (14004152),Daniel Theis,14004152,PF/C/F/UTIL,4100,DET@BOS 12/20/2019 07:30PM ET,BOS,20.67
,,,,,,,,,SF/PF,Admiral Schofield (14004165),Admiral Schofield,14004165,SF/PF/F/UTIL,4000,WAS@TOR 12/20/2019 07:30PM ET,WAS,7.48
,,,,,,,,,C,Nerlens Noel (14004161),Nerlens Noel,14004161,C/UTIL,4000,PHO@OKC 12/20/2019 08:00PM ET,OKC,20.21
,,,,,,,,,SG/SF,Terrance Ferguson (14004169),Terrance Ferguson,14004169,SG/SF/F/G/UTIL,4000,PHO@OKC 12/20/2019 08:00PM ET,OKC,11.45
,,,,,,,,,SG/SF,Damion Lee (14004156),Damion Lee,14004156,SG/SF/F/G/UTIL,4000,NO@GS 12/20/2019 10:30PM ET,GS,19.47
,,,,,,,,,C,Jahlil Okafor (14004163),Jahlil Okafor,14004163,C/UTIL,4000,NO@GS 12/20/2019 10:30PM ET,NO,18.44
,,,,,,,,,PG/SF,Patrick McCaw (14004194),Patrick McCaw,14004194,PG/SF/F/G/UTIL,3900,WAS@TOR 12/20/2019 07:30PM ET,TOR,9
,,,,,,,,,PG,T.J. McConnell (14004174),T.J. McConnell,14004174,PG/G/UTIL,3900,SAC@IND 12/20/2019 07:00PM ET,IND,18.47
,,,,,,,,,SF/PF,Cameron Johnson (14004190),Cameron Johnson,14004190,SF/PF/F/UTIL,3900,PHO@OKC 12/20/2019 08:00PM ET,PHO,17.25
,,,,,,,,,PF/C,Larry Nance Jr. (14004177),Larry Nance Jr.,14004177,PF/C/F/UTIL,3900,MEM@CLE 12/20/2019 07:00PM ET,CLE,22.90
,,,,,,,,,SF/PF,Cedi Osman (14004181),Cedi Osman,14004181,SF/PF/F/UTIL,3900,MEM@CLE 12/20/2019 07:00PM ET,CLE,19.72
,,,,,,,,,SG/SF,Kevin Porter Jr. (14004185),Kevin Porter Jr.,14004185,SG/SF/F/G/UTIL,3900,MEM@CLE 12/20/2019 07:00PM ET,CLE,16.32
,,,,,,,,,SF,Isaac Bonga (14004223),Isaac Bonga,14004223,SF/F/UTIL,3800,WAS@TOR 12/20/2019 07:30PM ET,WAS,10.58
,,,,,,,,,SG/SF,Dion Waiters (14004199),Dion Waiters,14004199,SG/SF/F/G/UTIL,3800,NY@MIA 12/20/2019 08:00PM ET,MIA,0
,,,,,,,,,SG/SF,Brian Bowen II (14004226),Brian Bowen II,14004226,SG/SF/F/G/UTIL,3800,SAC@IND 12/20/2019 07:00PM ET,IND,1.75
,,,,,,,,,PG/SG,Reggie Jackson (14004209),Reggie Jackson,14004209,PG/SG/G/UTIL,3800,DET@BOS 12/20/2019 07:30PM ET,DET,14.12
,,,,,,,,,SG/SF,Hamidou Diallo (14004204),Hamidou Diallo,14004204,SG/SF/F/G/UTIL,3800,PHO@OKC 12/20/2019 08:00PM ET,OKC,18.08
,,,,,,,,,SF/PF,Jake Layman (14004219),Jake Layman,14004219,SF/PF/F/UTIL,3800,MIN@DEN 12/20/2019 09:00PM ET,MIN,18.52
,,,,,,,,,C,Dwight Powell (14004213),Dwight Powell,14004213,C/UTIL,3800,DAL@PHI 12/20/2019 08:00PM ET,DAL,18.45
,,,,,,,,,PG/SG,Delon Wright (14004215),Delon Wright,14004215,PG/SG/G/UTIL,3800,DAL@PHI 12/20/2019 08:00PM ET,DAL,19.59
,,,,,,,,,SF,Abdel Nader (14004234),Abdel Nader,14004234,SF/F/UTIL,3700,PHO@OKC 12/20/2019 08:00PM ET,OKC,12.32
,,,,,,,,,PG,Monte Morris (14004231),Monte Morris,14004231,PG/G/UTIL,3700,MIN@DEN 12/20/2019 09:00PM ET,DEN,15.66
,,,,,,,,,SF/PF,Kevin Knox (14004237),Kevin Knox,14004237,SF/PF/F/UTIL,3600,NY@MIA 12/20/2019 08:00PM ET,NY,15.38
,,,,,,,,,PG,Dennis Smith Jr. (14004257),Dennis Smith Jr.,14004257,PG/G/UTIL,3600,NY@MIA 12/20/2019 08:00PM ET,NY,13.5
,,,,,,,,,PG/SG,Michael Carter-Williams (14004245),Michael Carter-Williams,14004245,PG/SG/G/UTIL,3600,ORL@POR 12/20/2019 10:00PM ET,ORL,15.47
,,,,,,,,,PG/SG,Anfernee Simons (14004249),Anfernee Simons,14004249,PG/SG/G/UTIL,3600,ORL@POR 12/20/2019 10:00PM ET,POR,15.60
,,,,,,,,,SF/PF,Doug McDermott (14004264),Doug McDermott,14004264,SF/PF/F/UTIL,3600,SAC@IND 12/20/2019 07:00PM ET,IND,15.70
,,,,,,,,,PG/SG,Elie Okobo (14004260),Elie Okobo,14004260,PG/SG/G/UTIL,3600,PHO@OKC 12/20/2019 08:00PM ET,PHO,10.14
,,,,,,,,,PG/SG,Jarrett Culver (14004253),Jarrett Culver,14004253,PG/SG/G/UTIL,3600,MIN@DEN 12/20/2019 09:00PM ET,MIN,18.54
,,,,,,,,,PF/C,Maxi Kleber (14004241),Maxi Kleber,14004241,PF/C/F/UTIL,3600,DAL@PHI 12/20/2019 08:00PM ET,DAL,18.82
,,,,,,,,,PF/C,Meyers Leonard (14004287),Meyers Leonard,14004287,PF/C/F/UTIL,3500,NY@MIA 12/20/2019 08:00PM ET,MIA,13.96
,,,,,,,,,C,Mohamed Bamba (14004277),Mohamed Bamba,14004277,C/UTIL,3500,ORL@POR 12/20/2019 10:00PM ET,ORL,16.61
,,,,,,,,,PG/SG,Cory Joseph (14004268),Cory Joseph,14004268,PG/SG/G/UTIL,3500,SAC@IND 12/20/2019 07:00PM ET,SAC,17.17
,,,,,,,,,SG/SF,Tony Snell (14004272),Tony Snell,14004272,SG/SF/F/G/UTIL,3500,DET@BOS 12/20/2019 07:30PM ET,DET,14.62
,,,,,,,,,PG/SG,Jevon Carter (14004291),Jevon Carter,14004291,PG/SG/G/UTIL,3500,PHO@OKC 12/20/2019 08:00PM ET,PHO,11.10
,,,,,,,,,PG/SG,Ty Jerome (14004295),Ty Jerome,14004295,PG/SG/G/UTIL,3500,PHO@OKC 12/20/2019 08:00PM ET,PHO,12.18
,,,,,,,,,SF/PF,Kenrich Williams (14004279),Kenrich Williams,14004279,SF/PF/F/UTIL,3500,NO@GS 12/20/2019 10:30PM ET,NO,17.56
,,,,,,,,,SG/SF,E'Twaun Moore (14004299),E'Twaun Moore,14004299,SG/SF/F/G/UTIL,3500,NO@GS 12/20/2019 10:30PM ET,NO,17.32
,,,,,,,,,PF/C,Jordan Bell (14004283),Jordan Bell,14004283,PF/C/F/UTIL,3500,MIN@DEN 12/20/2019 09:00PM ET,MIN,9.70
,,,,,,,,,SF/PF,Treveon Graham (14004304),Treveon Graham,14004304,SF/PF/F/UTIL,3500,MIN@DEN 12/20/2019 09:00PM ET,MIN,12.41
,,,,,,,,,PF/C,Kelly Olynyk (14004312),Kelly Olynyk,14004312,PF/C/F/UTIL,3400,NY@MIA 12/20/2019 08:00PM ET,MIA,19.31
,,,,,,,,,PG/SG,Frank Ntilikina (14004324),Frank Ntilikina,14004324,PG/SG/G/UTIL,3400,NY@MIA 12/20/2019 08:00PM ET,NY,16.42
,,,,,,,,,SF/PF,Trevor Ariza (14004316),Trevor Ariza,14004316,SF/PF/F/UTIL,3400,SAC@IND 12/20/2019 07:00PM ET,SAC,14.52
,,,,,,,,,PG/SG,Brad Wanamaker (14004308),Brad Wanamaker,14004308,PG/SG/G/UTIL,3400,DET@BOS 12/20/2019 07:30PM ET,BOS,15.48
,,,,,,,,,PG/SG,Shabazz Napier (14004328),Shabazz Napier,14004328,PG/SG/G/UTIL,3400,MIN@DEN 12/20/2019 09:00PM ET,MIN,16.29
,,,,,,,,,PG/SG,Tyus Jones (14004320),Tyus Jones,14004320,PG/SG/G/UTIL,3400,MEM@CLE 12/20/2019 07:00PM ET,MEM,16.74
,,,,,,,,,PF/C,Chris Boucher (14004332),Chris Boucher,14004332,PF/C/F/UTIL,3300,WAS@TOR 12/20/2019 07:30PM ET,TOR,12.85
,,,,,,,,,SG/SF,Damyean Dotson (14004365),Damyean Dotson,14004365,SG/SF/F/G/UTIL,3300,NY@MIA 12/20/2019 08:00PM ET,NY,11.19
,,,,,,,,,C,Khem Birch (14004358),Khem Birch,14004358,C/UTIL,3300,ORL@POR 12/20/2019 10:00PM ET,ORL,15.56
,,,,,,,,,SG/SF,Wes Iwundu (14004360),Wes Iwundu,14004360,SG/SF/F/G/UTIL,3300,ORL@POR 12/20/2019 10:00PM ET,ORL,8.18
,,,,,,,,,PG/SG,Langston Galloway (14004354),Langston Galloway,14004354,PG/SG/G/UTIL,3300,DET@BOS 12/20/2019 07:30PM ET,DET,19.01
,,,,,,,,,PF/C,Omari Spellman (14004338),Omari Spellman,14004338,PF/C/F/UTIL,3300,NO@GS 12/20/2019 10:30PM ET,GS,17.60
,,,,,,,,,PF/C,Noah Vonleh (14004370),Noah Vonleh,14004370,PF/C/F/UTIL,3300,MIN@DEN 12/20/2019 09:00PM ET,MIN,9.96
,,,,,,,,,C,Norvel Pelle (14004336),Norvel Pelle,14004336,C/UTIL,3300,DAL@PHI 12/20/2019 08:00PM ET,PHI,15.19
,,,,,,,,,SF/PF,Solomon Hill (14004342),Solomon Hill,14004342,SF/PF/F/UTIL,3300,MEM@CLE 12/20/2019 07:00PM ET,MEM,15.68
,,,,,,,,,SF/PF,Kyle Anderson (14004346),Kyle Anderson,14004346,SF/PF/F/UTIL,3300,MEM@CLE 12/20/2019 07:00PM ET,MEM,17.64
,,,,,,,,,PG/SG,Grayson Allen (14004350),Grayson Allen,14004350,PG/SG/G/UTIL,3300,MEM@CLE 12/20/2019 07:00PM ET,MEM,14.92
,,,,,,,,,SF/PF,Semi Ojeleye (14004374),Semi Ojeleye,14004374,SF/PF/F/UTIL,3200,DET@BOS 12/20/2019 07:30PM ET,BOS,7.13
,,,,,,,,,PF/C,Thon Maker (14004408),Thon Maker,14004408,PF/C/F/UTIL,3200,DET@BOS 12/20/2019 07:30PM ET,DET,7.72
,,,,,,,,,SG/SF,Jordan Poole (14004403),Jordan Poole,14004403,SG/SF/F/G/UTIL,3200,NO@GS 12/20/2019 10:30PM ET,GS,14.52
,,,,,,,,,PG/SG,Nickeil Alexander-Walker (14004412),Nickeil Alexander-Walker,14004412,PG/SG/G/UTIL,3200,NO@GS 12/20/2019 10:30PM ET,NO,12.85
,,,,,,,,,SF/PF,Michael Porter Jr. (14004399),Michael Porter Jr.,14004399,SF/PF/F/UTIL,3200,MIN@DEN 12/20/2019 09:00PM ET,DEN,9.28
,,,,,,,,,SF/PF,Mike Scott (14004378),Mike Scott,14004378,SF/PF/F/UTIL,3200,DAL@PHI 12/20/2019 08:00PM ET,PHI,12.82
,,,,,,,,,SF/PF,James Ennis III (14004382),James Ennis III,14004382,SF/PF/F/UTIL,3200,DAL@PHI 12/20/2019 08:00PM ET,PHI,14.17
,,,,,,,,,PG,Raul Neto (14004386),Raul Neto,14004386,PG/G/UTIL,3200,DAL@PHI 12/20/2019 08:00PM ET,PHI,8.97
,,,,,,,,,SG/SF,Matisse Thybulle (14004389),Matisse Thybulle,14004389,SG/SF/F/G/UTIL,3200,DAL@PHI 12/20/2019 08:00PM ET,PHI,12.71
,,,,,,,,,SG/SF,Furkan Korkmaz (14004394),Furkan Korkmaz,14004394,SG/SF/F/G/UTIL,3200,DAL@PHI 12/20/2019 08:00PM ET,PHI,13.51
,,,,,,,,,PF/C,Taj Gibson (14004427),Taj Gibson,14004427,PF/C/F/UTIL,3100,NY@MIA 12/20/2019 08:00PM ET,NY,13.84
,,,,,,,,,SG/SF,Reggie Bullock (14004431),Reggie Bullock,14004431,SG/SF/F/G/UTIL,3100,NY@MIA 12/20/2019 08:00PM ET,NY,0
,,,,,,,,,PF/C,Skal Labissiere (14004418),Skal Labissiere,14004418,PF/C/F/UTIL,3100,ORL@POR 12/20/2019 10:00PM ET,POR,15.5
,,,,,,,,,PG/SF,Jacob Evans III (14004422),Jacob Evans III,14004422,PG/SF/F/G/UTIL,3100,NO@GS 12/20/2019 10:30PM ET,GS,9.34
,,,,,,,,,C,John Henson (14004416),John Henson,14004416,C/UTIL,3100,MEM@CLE 12/20/2019 07:00PM ET,CLE,13.18
,,,,,,,,,PG/SG,Matthew Dellavedova (14004436),Matthew Dellavedova,14004436,PG/SG/G/UTIL,3100,MEM@CLE 12/20/2019 07:00PM ET,CLE,8.09
,,,,,,,,,SG/SF,Malcolm Miller (14004486),Malcolm Miller,14004486,SG/SF/F/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,2.94
,,,,,,,,,SG,Matt Thomas (14004491),Matt Thomas,14004491,SG/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,7.69
,,,,,,,,,SF/PF,Stanley Johnson (14004494),Stanley Johnson,14004494,SF/PF/F/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,3.25
,,,,,,,,,PF/C,Dewan Hernandez (14004498),Dewan Hernandez,14004498,PF/C/F/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,3.56
,,,,,,,,,PG,Shamorie Ponds (14004502),Shamorie Ponds,14004502,PG/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,3.42
,,,,,,,,,SF/PF,Oshae Brissett (14004505),Oshae Brissett,14004505,SF/PF/F/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,TOR,1.45
,,,,,,,,,SG/SF,C.J. Miles (14004731),C.J. Miles,14004731,SG/SF/F/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,WAS,12.85
,,,,,,,,,PG,John Wall (14004736),John Wall,14004736,PG/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,WAS,0
,,,,,,,,,PG,Chris Chiozza (14004739),Chris Chiozza,14004739,PG/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,WAS,11.08
,,,,,,,,,SG/SF,Garrison Mathews (14004742),Garrison Mathews,14004742,SG/SF/F/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,WAS,4.5
,,,,,,,,,PG,Justin Robinson (14004747),Justin Robinson,14004747,PG/G/UTIL,3000,WAS@TOR 12/20/2019 07:30PM ET,WAS,2.46
,,,,,,,,,PF,Udonis Haslem (14004535),Udonis Haslem,14004535,PF/F/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,MIA,4.38
,,,,,,,,,SF/PF,James Johnson (14004538),James Johnson,14004538,SF/PF/F/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,MIA,8.12
,,,,,,,,,C,Chris Silva (14004542),Chris Silva,14004542,C/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,MIA,10.08
,,,,,,,,,PG/SG,Daryl Macon (14004544),Daryl Macon,14004544,PG/SG/G/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,MIA,1
,,,,,,,,,SF/PF,KZ Okpala (14004548),KZ Okpala,14004548,SF/PF/F/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,MIA,0.25
,,,,,,,,,SG/SF,Wayne Ellington (14004772),Wayne Ellington,14004772,SG/SF/F/G/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,NY,8.65
,,,,,,,,,PG/SG,Kadeem Allen (14004777),Kadeem Allen,14004777,PG/SG/G/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,NY,15
,,,,,,,,,PG/SG,Allonzo Trier (14004781),Allonzo Trier,14004781,PG/SG/G/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,NY,12.48
,,,,,,,,,PF/C,Ivan Rabb (14004785),Ivan Rabb,14004785,PF/C/F/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,NY,0
,,,,,,,,,SF/PF,Ignas Brazdeikis (14004789),Ignas Brazdeikis,14004789,SF/PF/F/UTIL,3000,NY@MIA 12/20/2019 08:00PM ET,NY,3.54
,,,,,,,,,PF/C,Anthony Tolliver (14004632),Anthony Tolliver,14004632,PF/C/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,9.5
,,,,,,,,,SG/SF,Rodney Hood (14004636),Rodney Hood,14004636,SG/SF/F/G/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,19.90
,,,,,,,,,SF/PF,Mario Hezonja (14004641),Mario Hezonja,14004641,SF/PF/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,12.28
,,,,,,,,,SG,Gary Trent Jr. (14004645),Gary Trent Jr.,14004645,SG/G/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,6.73
,,,,,,,,,SF/PF,Jaylen Hoard (14004648),Jaylen Hoard,14004648,SF/PF/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,4.15
,,,,,,,,,C,Moses Brown (14004652),Moses Brown,14004652,C/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,5.19
,,,,,,,,,SF/PF,Nassir Little (14004654),Nassir Little,14004654,SF/PF/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,POR,11.61
,,,,,,,,,SF/PF,Al-Farouq Aminu (14004856),Al-Farouq Aminu,14004856,SF/PF/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,ORL,14.94
,,,,,,,,,PF/C,Amile Jefferson (14004860),Amile Jefferson,14004860,PF/C/F/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,ORL,2.46
,,,,,,,,,SG/SF,B.J. Johnson (14004864),B.J. Johnson,14004864,SG/SF/F/G/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,ORL,0
,,,,,,,,,PG,Josh Magette (14004869),Josh Magette,14004869,PG/G/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,ORL,4.75
,,,,,,,,,SG/SF,Melvin Frazier (14004872),Melvin Frazier,14004872,SG/SF/F/G/UTIL,3000,ORL@POR 12/20/2019 10:00PM ET,ORL,1.65
,,,,,,,,,SF/PF,Jakarr Sampson (14004440),Jakarr Sampson,14004440,SF/PF/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,11.78
,,,,,,,,,PG/SG,Naz Mitrou-Long (14004444),Naz Mitrou-Long,14004444,PG/SG/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,12
,,,,,,,,,SG/SF,Edmond Sumner (14004448),Edmond Sumner,14004448,SG/SF/F/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,10.55
,,,,,,,,,PF/C,TJ Leaf (14004453),TJ Leaf,14004453,PF/C/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,9.68
,,,,,,,,,PF,Alize Johnson (14004457),Alize Johnson,14004457,PF/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,3.53
,,,,,,,,,PF/C,Goga Bitadze (14004460),Goga Bitadze,14004460,PF/C/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,IND,9.66
,,,,,,,,,C,Dewayne Dedmon (14004674),Dewayne Dedmon,14004674,C/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,12.11
,,,,,,,,,PG/SG,Yogi Ferrell (14004676),Yogi Ferrell,14004676,PG/SG/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,10.78
,,,,,,,,,PF/C,Caleb Swanigan (14004680),Caleb Swanigan,14004680,PF/C/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,2.65
,,,,,,,,,SG/SF,Justin James (14004684),Justin James,14004684,SG/SF/F/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,8.12
,,,,,,,,,SG/SF,DaQuan Jeffries (14004689),DaQuan Jeffries,14004689,SG/SF/F/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,2.38
,,,,,,,,,PF/C,Harry Giles (14004694),Harry Giles,14004694,PF/C/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,6.82
,,,,,,,,,PG/SG,Kyle Guy (14004698),Kyle Guy,14004698,PG/SG/G/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,0
,,,,,,,,,SF/PF,Wenyen Gabriel (14004702),Wenyen Gabriel,14004702,SF/PF/F/UTIL,3000,SAC@IND 12/20/2019 07:00PM ET,SAC,5.36
,,,,,,,,,SG,Javonte Green (14004509),Javonte Green,14004509,SG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,5.28
,,,,,,,,,C,Tacko Fall (14004512),Tacko Fall,14004512,C/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,7.25
,,,,,,,,,PG,Carsen Edwards (14004514),Carsen Edwards,14004514,PG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,8.24
,,,,,,,,,SF/PF,Grant Williams (14004517),Grant Williams,14004517,SF/PF/F/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,7.75
,,,,,,,,,PF/C,Robert Williams (14004521),Robert Williams,14004521,PF/C/F/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,14.86
,,,,,,,,,PG,Tremont Waters (14004525),Tremont Waters,14004525,PG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,19.5
,,,,,,,,,SG/SF,Romeo Langford (14004528),Romeo Langford,14004528,SG/SF/F/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,1.5
,,,,,,,,,C,Vincent Poirier (14004533),Vincent Poirier,14004533,C/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,BOS,4.97
,,,,,,,,,PG,Tim Frazier (14004750),Tim Frazier,14004750,PG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,9.27
,,,,,,,,,SG/SF,Svi Mykhailiuk (14004753),Svi Mykhailiuk,14004753,SG/SF/F/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,9.79
,,,,,,,,,SG,Khyri Thomas (14004758),Khyri Thomas,14004758,SG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,0.5
,,,,,,,,,PG,Jordan Bone (14004761),Jordan Bone,14004761,PG/G/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,1
,,,,,,,,,SF/PF,Louis King (14004764),Louis King,14004764,SF/PF/F/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,0
,,,,,,,,,SF/PF,Sekou Doumbouya (14004768),Sekou Doumbouya,14004768,SF/PF/F/UTIL,3000,DET@BOS 12/20/2019 07:30PM ET,DET,2.12
,,,,,,,,,PF/C,Mike Muscala (14004552),Mike Muscala,14004552,PF/C/F/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,8.24
,,,,,,,,,SG/SF,Andre Roberson (14004556),Andre Roberson,14004556,SG/SF/F/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,0
,,,,,,,,,SG/SF,Deonte Burton (14004561),Deonte Burton,14004561,SG/SF/F/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,5.72
,,,,,,,,,SF/PF,Kevin Hervey (14004566),Kevin Hervey,14004566,SF/PF/F/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,0
,,,,,,,,,C,Justin Patton (14004570),Justin Patton,14004570,C/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,2
,,,,,,,,,PG,Luguentz Dort (14004572),Luguentz Dort,14004572,PG/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,5.55
,,,,,,,,,SF/PF,Darius Bazley (14004575),Darius Bazley,14004575,SF/PF/F/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,OKC,10.33
,,,,,,,,,PG/SG,Tyler Johnson (14004793),Tyler Johnson,14004793,PG/SG/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,PHO,13.08
,,,,,,,,,PF/C,Cheick Diallo (14004797),Cheick Diallo,14004797,PF/C/F/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,PHO,10.51
,,,,,,,,,PG,Jared Harper (14004801),Jared Harper,14004801,PG/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,PHO,0
,,,,,,,,,PG/SG,Jalen Lecque (14004804),Jalen Lecque,14004804,PG/SG/G/UTIL,3000,PHO@OKC 12/20/2019 08:00PM ET,PHO,0
,,,,,,,,,SG/SF,Klay Thompson (14004658),Klay Thompson,14004658,SG/SF/F/G/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,GS,0
,,,,,,,,,PF/C,Kevon Looney (14004663),Kevon Looney,14004663,PF/C/F/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,GS,8
,,,,,,,,,PG,Ky Bowman (14004667),Ky Bowman,14004667,PG/G/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,GS,17.93
,,,,,,,,,PF/C,Alen Smailagic (14004670),Alen Smailagic,14004670,PF/C/F/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,GS,0
,,,,,,,,,SF/PF,Darius Miller (14004877),Darius Miller,14004877,SF/PF/F/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,NO,0
,,,,,,,,,PG,Josh Gray (14004881),Josh Gray,14004881,PG/G/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,NO,2.5
,,,,,,,,,SF/PF,Zylan Cheatham (14004884),Zylan Cheatham,14004884,SF/PF/F/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,NO,3.38
,,,,,,,,,PG/SG,Frank Jackson (14004888),Frank Jackson,14004888,PG/SG/G/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,NO,10.5
,,,,,,,,,PF/C,Nicolo Melli (14004892),Nicolo Melli,14004892,PF/C/F/UTIL,3000,NO@GS 12/20/2019 10:30PM ET,NO,11.54
,,,,,,,,,SG/SF,Torrey Craig (14004605),Torrey Craig,14004605,SG/SF/F/G/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,8.97
,,,,,,,,,PG/SG,Malik Beasley (14004610),Malik Beasley,14004610,PG/SG/G/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,10.63
,,,,,,,,,SG/SF,PJ Dozier (14004614),PJ Dozier,14004614,SG/SF/F/G/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,0
,,,,,,,,,SF/PF,Juancho Hernangomez (14004619),Juancho Hernangomez,14004619,SF/PF/F/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,8.91
,,,,,,,,,SF,Vlatko Cancar (14004623),Vlatko Cancar,14004623,SF/F/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,0
,,,,,,,,,SF/PF,Jarred Vanderbilt (14004626),Jarred Vanderbilt,14004626,SF/PF/F/UTIL,3000,MIN@DEN 12/20/2019 09:00PM ET,DEN,1.17
