Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Mohamed Bamba (14021831),Mohamed Bamba,14021831,C/UTIL,3400,CHI@ORL 12/23/2019 07:00PM ET,ORL,16.53
PG/SG,Shabazz Napier (14021863),Shabazz Napier,14021863,PG/SG/G/UTIL,3400,MIN@GS 12/23/2019 10:30PM ET,MIN,17.62
SG/SF,Allen Crabbe (14021853),Allen Crabbe,14021853,SG/SF/F/G/UTIL,3400,ATL@CLE 12/23/2019 07:00PM ET,ATL,11.01
PG/SF,DeAndre' Bembry (14021858),DeAndre' Bembry,14021858,PG/SF/F/G/UTIL,3400,ATL@CLE 12/23/2019 07:00PM ET,ATL,17.92
SF/PF,Cameron Johnson (14021841),Cameron Johnson,14021841,SF/PF/F/UTIL,3400,DEN@PHO 12/23/2019 09:00PM ET,PHO,16.99
SF/PF,Solomon Hill (14021833),Solomon Hill,14021833,SF/PF/F/UTIL,3400,SA@MEM 12/23/2019 08:00PM ET,MEM,15.61
PG/SG,Grayson Allen (14021837),Grayson Allen,14021837,PG/SG/G/UTIL,3400,SA@MEM 12/23/2019 08:00PM ET,MEM,15.12
SG/SF,Garrison Mathews (14021881),Garrison Mathews,14021881,SG/SF/F/G/UTIL,3300,WAS@NY 12/23/2019 07:00PM ET,WAS,5.57
SG/SF,E'Twaun Moore (14021897),E'Twaun Moore,14021897,SG/SF/F/G/UTIL,3300,NO@POR 12/23/2019 10:00PM ET,NO,16.44
SF/PF,Kenrich Williams (14021902),Kenrich Williams,14021902,SF/PF/F/UTIL,3300,NO@POR 12/23/2019 10:00PM ET,NO,17.54
SG/SF,Brian Bowen II (14021867),Brian Bowen II,14021867,SG/SF/F/G/UTIL,3300,TOR@IND 12/23/2019 07:00PM ET,IND,1.75
C,John Henson (14021872),John Henson,14021872,C/UTIL,3300,ATL@CLE 12/23/2019 07:00PM ET,CLE,14.39
SF/PF,Vince Carter (14021886),Vince Carter,14021886,SF/PF/F/UTIL,3300,ATL@CLE 12/23/2019 07:00PM ET,ATL,11.05
PG,Tim Frazier (14021874),Tim Frazier,14021874,PG/G/UTIL,3300,PHI@DET 12/23/2019 07:00PM ET,DET,10.64
PG,Monte Morris (14021894),Monte Morris,14021894,PG/G/UTIL,3300,DEN@PHO 12/23/2019 09:00PM ET,DEN,15.78
PG/SG,Tyus Jones (14021877),Tyus Jones,14021877,PG/SG/G/UTIL,3300,SA@MEM 12/23/2019 08:00PM ET,MEM,17.07
PG/SG,Bryn Forbes (14021890),Bryn Forbes,14021890,PG/SG/G/UTIL,3300,SA@MEM 12/23/2019 08:00PM ET,SA,18.91
SG/SF,Damyean Dotson (14021906),Damyean Dotson,14021906,SG/SF/F/G/UTIL,3200,WAS@NY 12/23/2019 07:00PM ET,NY,11.19
PG,Dennis Smith Jr. (14021911),Dennis Smith Jr.,14021911,PG/G/UTIL,3200,WAS@NY 12/23/2019 07:00PM ET,NY,13.66
SF/PF,Jeff Green (14021944),Jeff Green,14021944,SF/PF/F/UTIL,3200,UTA@MIA 12/23/2019 07:30PM ET,UTA,13.67
SF/PF,Georges Niang (14021948),Georges Niang,14021948,SF/PF/F/UTIL,3200,UTA@MIA 12/23/2019 07:30PM ET,UTA,8.04
SG/SF,Wes Iwundu (14021914),Wes Iwundu,14021914,SG/SF/F/G/UTIL,3200,CHI@ORL 12/23/2019 07:00PM ET,ORL,8.32
PG/SG,Ryan Arcidiacono (14021931),Ryan Arcidiacono,14021931,PG/SG/G/UTIL,3200,CHI@ORL 12/23/2019 07:00PM ET,CHI,9.76
PG/SG,Cory Joseph (14021923),Cory Joseph,14021923,PG/SG/G/UTIL,3200,HOU@SAC 12/23/2019 10:00PM ET,SAC,17.15
SG/SF,Eric Gordon (14021952),Eric Gordon,14021952,SG/SF/F/G/UTIL,3200,HOU@SAC 12/23/2019 10:00PM ET,HOU,16.47
PF/C,Omari Spellman (14021927),Omari Spellman,14021927,PF/C/F/UTIL,3200,MIN@GS 12/23/2019 10:30PM ET,GS,17.08
PG/SG,Jarrett Culver (14021957),Jarrett Culver,14021957,PG/SG/G/UTIL,3200,MIN@GS 12/23/2019 10:30PM ET,MIN,17.89
SF/PF,Mike Scott (14021935),Mike Scott,14021935,SF/PF/F/UTIL,3200,PHI@DET 12/23/2019 07:00PM ET,PHI,12.99
SG/SF,Matisse Thybulle (14021939),Matisse Thybulle,14021939,SG/SF/F/G/UTIL,3200,PHI@DET 12/23/2019 07:00PM ET,PHI,12.4
SF/PF,Kyle Anderson (14021919),Kyle Anderson,14021919,SF/PF/F/UTIL,3200,SA@MEM 12/23/2019 08:00PM ET,MEM,16.84
PF/C,Taj Gibson (14021961),Taj Gibson,14021961,PF/C/F/UTIL,3100,WAS@NY 12/23/2019 07:00PM ET,NY,13.47
PG/SG,Frank Ntilikina (14021965),Frank Ntilikina,14021965,PG/SG/G/UTIL,3100,WAS@NY 12/23/2019 07:00PM ET,NY,15.73
PF/C,Skal Labissiere (14021983),Skal Labissiere,14021983,PF/C/F/UTIL,3100,NO@POR 12/23/2019 10:00PM ET,POR,16.14
PG/SG,Nickeil Alexander-Walker (14022011),Nickeil Alexander-Walker,14022011,PG/SG/G/UTIL,3100,NO@POR 12/23/2019 10:00PM ET,NO,12.34
C,Khem Birch (14021969),Khem Birch,14021969,C/UTIL,3100,CHI@ORL 12/23/2019 07:00PM ET,ORL,14.65
PG/SG,Austin Rivers (14022015),Austin Rivers,14022015,PG/SG/G/UTIL,3100,HOU@SAC 12/23/2019 10:00PM ET,HOU,15.73
SG/SF,Jordan Poole (14021987),Jordan Poole,14021987,SG/SF/F/G/UTIL,3100,MIN@GS 12/23/2019 10:30PM ET,GS,14.34
SF/PF,Treveon Graham (14022019),Treveon Graham,14022019,SF/PF/F/UTIL,3100,MIN@GS 12/23/2019 10:30PM ET,MIN,12.07
PG/SG,Matthew Dellavedova (14021971),Matthew Dellavedova,14021971,PG/SG/G/UTIL,3100,ATL@CLE 12/23/2019 07:00PM ET,CLE,8.36
C,Bruno Fernando (14021992),Bruno Fernando,14021992,C/UTIL,3100,ATL@CLE 12/23/2019 07:00PM ET,ATL,9.93
PF/C,Thon Maker (14021975),Thon Maker,14021975,PF/C/F/UTIL,3100,PHI@DET 12/23/2019 07:00PM ET,DET,8.45
SF/PF,James Ennis III (14021994),James Ennis III,14021994,SF/PF/F/UTIL,3100,PHI@DET 12/23/2019 07:00PM ET,PHI,14.19
PG/SG,Trey Burke (14021998),Trey Burke,14021998,PG/SG/G/UTIL,3100,PHI@DET 12/23/2019 07:00PM ET,PHI,15.46
PG/SG,Ty Jerome (14021979),Ty Jerome,14021979,PG/SG/G/UTIL,3100,DEN@PHO 12/23/2019 09:00PM ET,PHO,12.86
SF/PF,Michael Porter Jr. (14022007),Michael Porter Jr.,14022007,SF/PF/F/UTIL,3100,DEN@PHO 12/23/2019 09:00PM ET,DEN,9.09
SG/SF,Lonnie Walker IV (14022002),Lonnie Walker IV,14022002,SG/SF/F/G/UTIL,3100,SA@MEM 12/23/2019 08:00PM ET,SA,8.45
SG/SF,Wayne Ellington (14022023),Wayne Ellington,14022023,SG/SF/F/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,8.65
SG/SF,Reggie Bullock (14022028),Reggie Bullock,14022028,SG/SF/F/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,0
PG/SG,Kadeem Allen (14022033),Kadeem Allen,14022033,PG/SG/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,15
PG/SG,Allonzo Trier (14022037),Allonzo Trier,14022037,PG/SG/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,11.91
PF/C,Ivan Rabb (14022041),Ivan Rabb,14022041,PF/C/F/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,0
SF/PF,Ignas Brazdeikis (14022045),Ignas Brazdeikis,14022045,SF/PF/F/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,NY,3.54
SG/SF,C.J. Miles (14022275),C.J. Miles,14022275,SG/SF/F/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,WAS,12.85
PG,John Wall (14022280),John Wall,14022280,PG/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,WAS,0
PG,Justin Robinson (14022283),Justin Robinson,14022283,PG/G/UTIL,3000,WAS@NY 12/23/2019 07:00PM ET,WAS,2.46
PF,Udonis Haslem (14022135),Udonis Haslem,14022135,PF/F/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,MIA,4.38
SF/PF,James Johnson (14022138),James Johnson,14022138,SF/PF/F/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,MIA,8.12
C,Chris Silva (14022142),Chris Silva,14022142,C/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,MIA,10.23
PG/SG,Daryl Macon (14022144),Daryl Macon,14022144,PG/SG/G/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,MIA,1
SF/PF,KZ Okpala (14022148),KZ Okpala,14022148,SF/PF/F/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,MIA,0.25
C,Ed Davis (14022380),Ed Davis,14022380,C/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,9.16
PG,Nigel Williams-Goss (14022382),Nigel Williams-Goss,14022382,PG/G/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,1.29
PG/SG,Dante Exum (14022385),Dante Exum,14022385,PG/SG/G/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,4.68
SF/PF,Jarrell Brantley (14022389),Jarrell Brantley,14022389,SF/PF/F/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,5
PG,Justin Wright-Foreman (14022393),Justin Wright-Foreman,14022393,PG/G/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,0
PF,Juwan Morgan (14022396),Juwan Morgan,14022396,PF/F/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,0.67
C,Tony Bradley (14022399),Tony Bradley,14022399,C/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,9.45
SG/SF,Miye Oni (14022401),Miye Oni,14022401,SG/SF/F/G/UTIL,3000,UTA@MIA 12/23/2019 07:30PM ET,UTA,0.25
PF/C,Anthony Tolliver (14022196),Anthony Tolliver,14022196,PF/C/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,9.22
SG/SF,Rodney Hood (14022200),Rodney Hood,14022200,SG/SF/F/G/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,19.90
SF/PF,Mario Hezonja (14022205),Mario Hezonja,14022205,SF/PF/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,11.94
SG,Gary Trent Jr. (14022209),Gary Trent Jr.,14022209,SG/G/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,6.85
SF/PF,Jaylen Hoard (14022212),Jaylen Hoard,14022212,SF/PF/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,4.15
C,Moses Brown (14022216),Moses Brown,14022216,C/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,5.19
SF/PF,Nassir Little (14022218),Nassir Little,14022218,SF/PF/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,POR,11.30
SF/PF,Darius Miller (14022465),Darius Miller,14022465,SF/PF/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,NO,0
PG,Josh Gray (14022469),Josh Gray,14022469,PG/G/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,NO,2.5
SF/PF,Zylan Cheatham (14022472),Zylan Cheatham,14022472,SF/PF/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,NO,3.38
PG/SG,Frank Jackson (14022476),Frank Jackson,14022476,PG/SG/G/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,NO,10.5
PF/C,Nicolo Melli (14022480),Nicolo Melli,14022480,PF/C/F/UTIL,3000,NO@POR 12/23/2019 10:00PM ET,NO,11.54
SF/PF,Jakarr Sampson (14022049),Jakarr Sampson,14022049,SF/PF/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,11.18
PG/SG,Naz Mitrou-Long (14022053),Naz Mitrou-Long,14022053,PG/SG/G/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,12
SG/SF,Edmond Sumner (14022057),Edmond Sumner,14022057,SG/SF/F/G/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,10.14
PF/C,TJ Leaf (14022062),TJ Leaf,14022062,PF/C/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,8.71
PF,Alize Johnson (14022066),Alize Johnson,14022066,PF/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,3.53
PF/C,Goga Bitadze (14022069),Goga Bitadze,14022069,PF/C/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,IND,9.25
SG/SF,Malcolm Miller (14022286),Malcolm Miller,14022286,SG/SF/F/G/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,3.83
SG,Matt Thomas (14022291),Matt Thomas,14022291,SG/G/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,7.69
SF/PF,Stanley Johnson (14022294),Stanley Johnson,14022294,SF/PF/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,3.25
PF/C,Dewan Hernandez (14022298),Dewan Hernandez,14022298,PF/C/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,3.56
PG,Shamorie Ponds (14022302),Shamorie Ponds,14022302,PG/G/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,3.42
SF/PF,Oshae Brissett (14022305),Oshae Brissett,14022305,SF/PF/F/UTIL,3000,TOR@IND 12/23/2019 07:00PM ET,TOR,1.45
SF/PF,Al-Farouq Aminu (14022073),Al-Farouq Aminu,14022073,SF/PF/F/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,ORL,14.94
PF/C,Amile Jefferson (14022077),Amile Jefferson,14022077,PF/C/F/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,ORL,2.39
SG/SF,B.J. Johnson (14022081),B.J. Johnson,14022081,SG/SF/F/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,ORL,0
PG,Josh Magette (14022086),Josh Magette,14022086,PG/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,ORL,4.75
SG/SF,Melvin Frazier (14022089),Melvin Frazier,14022089,SG/SF/F/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,ORL,2.17
PG/SF,Shaquille Harrison (14022309),Shaquille Harrison,14022309,PG/SF/F/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,8.25
PF/C,Luke Kornet (14022314),Luke Kornet,14022314,PF/C/F/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,7.25
C,Cristiano Felicio (14022318),Cristiano Felicio,14022318,C/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,0
SF/PF,Chandler Hutchison (14022320),Chandler Hutchison,14022320,SF/PF/F/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,14.19
SG,Max Strus (14022324),Max Strus,14022324,SG/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,3.12
C,Daniel Gafford (14022327),Daniel Gafford,14022327,C/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,8.98
PG/SG,Adam Mokoka (14022329),Adam Mokoka,14022329,PG/SG/G/UTIL,3000,CHI@ORL 12/23/2019 07:00PM ET,CHI,0
C,Dewayne Dedmon (14022222),Dewayne Dedmon,14022222,C/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,11.85
PG/SG,Yogi Ferrell (14022224),Yogi Ferrell,14022224,PG/SG/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,10.95
PF/C,Caleb Swanigan (14022228),Caleb Swanigan,14022228,PF/C/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,2.65
SG/SF,Justin James (14022232),Justin James,14022232,SG/SF/F/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,9.33
SG/SF,DaQuan Jeffries (14022237),DaQuan Jeffries,14022237,SG/SF/F/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,2.38
PF/C,Harry Giles (14022242),Harry Giles,14022242,PF/C/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,6.82
PG/SG,Kyle Guy (14022246),Kyle Guy,14022246,PG/SG/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,0
SF/PF,Wenyen Gabriel (14022250),Wenyen Gabriel,14022250,SF/PF/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,SAC,5.36
C,Tyson Chandler (14022484),Tyson Chandler,14022484,C/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,6.49
C,Nene Hilario (14022486),Nene Hilario,14022486,C/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,0
SG/SF,Gerald Green (14022488),Gerald Green,14022488,SG/SF/F/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,0
SF/PF,Thabo Sefolosha (14022493),Thabo Sefolosha,14022493,SF/PF/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,6.48
PG/SG,Michael Frazier (14022497),Michael Frazier,14022497,PG/SG/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,0
PF/C,Gary Clark (14022501),Gary Clark,14022501,PF/C/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,9.11
PG,Chris Clemons (14022505),Chris Clemons,14022505,PG/G/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,7.35
PF/C,Isaiah Hartenstein (14022508),Isaiah Hartenstein,14022508,PF/C/F/UTIL,3000,HOU@SAC 12/23/2019 10:00PM ET,HOU,9.11
SG/SF,Klay Thompson (14022254),Klay Thompson,14022254,SG/SF/F/G/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,GS,0
PF/C,Kevon Looney (14022259),Kevon Looney,14022259,PF/C/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,GS,7.67
PG/SF,Jacob Evans III (14022263),Jacob Evans III,14022263,PG/SF/F/G/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,GS,8.78
PG,Ky Bowman (14022268),Ky Bowman,14022268,PG/G/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,GS,17.93
PF/C,Alen Smailagic (14022271),Alen Smailagic,14022271,PF/C/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,GS,0
PF/C,Jordan Bell (14022512),Jordan Bell,14022512,PF/C/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,10.16
PF/C,Noah Vonleh (14022516),Noah Vonleh,14022516,PF/C/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,10.57
SF,Kelan Martin (14022520),Kelan Martin,14022520,SF/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,8.5
SF/PF,Keita Bates-Diop (14022523),Keita Bates-Diop,14022523,SF/PF/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,12.89
PG,Jordan McLaughlin (14022527),Jordan McLaughlin,14022527,PG/G/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,8.06
PG/SG,Jaylen Nowell (14022530),Jaylen Nowell,14022530,PG/SG/G/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,4.56
PF/C,Naz Reid (14022534),Naz Reid,14022534,PF/C/F/UTIL,3000,MIN@GS 12/23/2019 10:30PM ET,MIN,2.38
PG/SG,Brandon Knight (14022094),Brandon Knight,14022094,PG/SG/G/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,9.78
SF/PF,Alfonzo McKinnie (14022098),Alfonzo McKinnie,14022098,SF/PF/F/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,6.54
PF,Dean Wade (14022102),Dean Wade,14022102,PF/F/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,2.67
SG/SF,Dylan Windler (14022105),Dylan Windler,14022105,SG/SF/F/G/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,0
C,Ante Zizic (14022110),Ante Zizic,14022110,C/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,8.28
PF/C,Tyler Cook (14022112),Tyler Cook,14022112,PF/C/F/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,CLE,3.29
SG/SF,Evan Turner (14022333),Evan Turner,14022333,SG/SF/F/G/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,ATL,10.70
SF/PF,Chandler Parsons (14022338),Chandler Parsons,14022338,SF/PF/F/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,ATL,8.38
C,Damian Jones (14022342),Damian Jones,14022342,C/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,ATL,15.72
PG/SG,Brandon Goodwin (14022344),Brandon Goodwin,14022344,PG/SG/G/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,ATL,-0.5
SG/SF,Charlie Brown (14022348),Charlie Brown,14022348,SG/SF/F/G/UTIL,3000,ATL@CLE 12/23/2019 07:00PM ET,ATL,3.31
SG/SF,Svi Mykhailiuk (14022116),Svi Mykhailiuk,14022116,SG/SF/F/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,DET,10.32
SG,Khyri Thomas (14022121),Khyri Thomas,14022121,SG/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,DET,0.5
PG,Jordan Bone (14022124),Jordan Bone,14022124,PG/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,DET,1
SF/PF,Louis King (14022127),Louis King,14022127,SF/PF/F/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,DET,0
SF/PF,Sekou Doumbouya (14022131),Sekou Doumbouya,14022131,SF/PF/F/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,DET,2.65
PF/C,Kyle O'Quinn (14022353),Kyle O'Quinn,14022353,PF/C/F/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,10.79
C,Norvel Pelle (14022357),Norvel Pelle,14022357,C/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,10.12
PG,Raul Neto (14022359),Raul Neto,14022359,PG/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,8.77
SG/SF,Marial Shayok (14022362),Marial Shayok,14022362,SG/SF/F/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,0
PF/C,Jonah Bolden (14022367),Jonah Bolden,14022367,PF/C/F/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,1.75
PG/SG,Shake Milton (14022371),Shake Milton,14022371,PG/SG/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,5.94
SG/SF,Zhaire Smith (14022375),Zhaire Smith,14022375,SG/SF/F/G/UTIL,3000,PHI@DET 12/23/2019 07:00PM ET,PHI,0
PG/SG,Tyler Johnson (14022177),Tyler Johnson,14022177,PG/SG/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,PHO,12.90
PG/SG,Jevon Carter (14022181),Jevon Carter,14022181,PG/SG/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,PHO,11.17
PF/C,Cheick Diallo (14022185),Cheick Diallo,14022185,PF/C/F/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,PHO,10.04
PG,Jared Harper (14022189),Jared Harper,14022189,PG/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,PHO,0
PG/SG,Jalen Lecque (14022192),Jalen Lecque,14022192,PG/SG/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,PHO,0
SG/SF,Torrey Craig (14022438),Torrey Craig,14022438,SG/SF/F/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,8.43
PG/SG,Malik Beasley (14022443),Malik Beasley,14022443,PG/SG/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,11.30
SG/SF,PJ Dozier (14022447),PJ Dozier,14022447,SG/SF/F/G/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,0
SF/PF,Juancho Hernangomez (14022452),Juancho Hernangomez,14022452,SF/PF/F/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,8.57
SF,Vlatko Cancar (14022456),Vlatko Cancar,14022456,SF/F/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,2.38
SF/PF,Jarred Vanderbilt (14022459),Jarred Vanderbilt,14022459,SF/PF/F/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,1.17
C,Bol Bol (14022463),Bol Bol,14022463,C/UTIL,3000,DEN@PHO 12/23/2019 09:00PM ET,DEN,0
SG/SF,Andre Iguodala (14022152),Andre Iguodala,14022152,SG/SF/F/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,0
PF/C,Bruno Caboclo (14022157),Bruno Caboclo,14022157,PF/C/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,9.36
SF/PF,Yuta Watanabe (14022161),Yuta Watanabe,14022161,SF/PF/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,3.81
SG,John Konchar (14022165),John Konchar,14022165,SG/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,0
SF/PF,Josh Jackson (14022168),Josh Jackson,14022168,SF/PF/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,0
SG/SF,Marko Guduric (14022172),Marko Guduric,14022172,SG/SF/F/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,MEM,10.47
SF,DeMarre Carroll (14022406),DeMarre Carroll,14022406,SF/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,7.19
SG/SF,Marco Belinelli (14022409),Marco Belinelli,14022409,SG/SF/F/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,10.84
PF/C,Trey Lyles (14022414),Trey Lyles,14022414,PF/C/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,14.15
PF/C,Drew Eubanks (14022418),Drew Eubanks,14022418,PF/C/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,7.56
PF/C,Chimezie Metu (14022422),Chimezie Metu,14022422,PF/C/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,5.75
PG,Quinndary Weatherspoon (14022426),Quinndary Weatherspoon,14022426,PG/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,0
SG/SF,Keldon Johnson (14022429),Keldon Johnson,14022429,SG/SF/F/G/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,0
SF/PF,Luka Samanic (14022434),Luka Samanic,14022434,SF/PF/F/UTIL,3000,SA@MEM 12/23/2019 08:00PM ET,SA,0
