Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Kevin Love (14021240),Kevin Love,14021240,PF/C/F/UTIL,7400,ATL@CLE 12/23/2019 07:00PM ET,CLE,36.29
C,Deandre Ayton (14021244),Deandre Ayton,14021244,C/UTIL,7400,DEN@PHO 12/23/2019 09:00PM ET,PHO,41.62
PF/C,LaMarcus Aldridge (14021248),LaMarcus Aldridge,14021248,PF/C/F/UTIL,7300,SA@MEM 12/23/2019 08:00PM ET,SA,36.21
SF/PF,Tobias Harris (14021252),Tobias Harris,14021252,SF/PF/F/UTIL,7200,PHI@DET 12/23/2019 07:00PM ET,PHI,35.42
PG/SG,Jamal Murray (14021256),Jamal Murray,14021256,PG/SG/G/UTIL,7200,DEN@PHO 12/23/2019 09:00PM ET,DEN,32.76
PG,Ja Morant (14021260),Ja Morant,14021260,PG/G/UTIL,7100,SA@MEM 12/23/2019 08:00PM ET,MEM,34.21
PG/SG,Malcolm Brogdon (14021263),Malcolm Brogdon,14021263,PG/SG/G/UTIL,7000,TOR@IND 12/23/2019 07:00PM ET,IND,37.35
PG,Ricky Rubio (14021267),Ricky Rubio,14021267,PG/G/UTIL,7000,DEN@PHO 12/23/2019 09:00PM ET,PHO,36.80
SF/PF,Davis Bertans (14021270),Davis Bertans,14021270,SF/PF/F/UTIL,6900,WAS@NY 12/23/2019 07:00PM ET,WAS,28.23
SF/PF,Bojan Bogdanovic (14021274),Bojan Bogdanovic,14021274,SF/PF/F/UTIL,6900,UTA@MIA 12/23/2019 07:30PM ET,UTA,31.84
SG/SF,DeMar DeRozan (14021278),DeMar DeRozan,14021278,SG/SF/F/G/UTIL,6800,SA@MEM 12/23/2019 08:00PM ET,SA,36.07
PF/C,Julius Randle (14021283),Julius Randle,14021283,PF/C/F/UTIL,6700,WAS@NY 12/23/2019 07:00PM ET,NY,34.29
SG/SF,Buddy Hield (14021287),Buddy Hield,14021287,SG/SF/F/G/UTIL,6700,HOU@SAC 12/23/2019 10:00PM ET,SAC,34.40
SF/PF,Kelly Oubre Jr. (14021296),Kelly Oubre Jr.,14021296,SF/PF/F/UTIL,6600,DEN@PHO 12/23/2019 09:00PM ET,PHO,31.97
PF/C,Jaren Jackson Jr. (14021292),Jaren Jackson Jr.,14021292,PF/C/F/UTIL,6600,SA@MEM 12/23/2019 08:00PM ET,MEM,29.64
PG/SG,CJ McCollum (14021302),CJ McCollum,14021302,PG/SG/G/UTIL,6500,NO@POR 12/23/2019 10:00PM ET,POR,37.18
C,Jonas Valanciunas (14021300),Jonas Valanciunas,14021300,C/UTIL,6500,SA@MEM 12/23/2019 08:00PM ET,MEM,31.74
PF/C,Lauri Markkanen (14021313),Lauri Markkanen,14021313,PF/C/F/UTIL,6400,CHI@ORL 12/23/2019 07:00PM ET,CHI,29.24
PG,De'Aaron Fox (14021310),De'Aaron Fox,14021310,PG/G/UTIL,6400,HOU@SAC 12/23/2019 10:00PM ET,SAC,34.96
PF/C,Blake Griffin (14021306),Blake Griffin,14021306,PF/C/F/UTIL,6400,PHI@DET 12/23/2019 07:00PM ET,DET,27.97
PF/C,Zion Williamson (14021323),Zion Williamson,14021323,PF/C/F/UTIL,6300,NO@POR 12/23/2019 10:00PM ET,NO,0
C,Tristan Thompson (14021317),Tristan Thompson,14021317,C/UTIL,6300,ATL@CLE 12/23/2019 07:00PM ET,CLE,32.80
PF/C,Al Horford (14021319),Al Horford,14021319,PF/C/F/UTIL,6300,PHI@DET 12/23/2019 07:00PM ET,PHI,31.82
PG/SG,Victor Oladipo (14021332),Victor Oladipo,14021332,PG/SG/G/UTIL,6200,TOR@IND 12/23/2019 07:00PM ET,IND,0
SG/SF,Norman Powell (14021336),Norman Powell,14021336,SG/SF/F/G/UTIL,6200,TOR@IND 12/23/2019 07:00PM ET,TOR,24.97
SG/SF,Josh Richardson (14021327),Josh Richardson,14021327,SG/SF/F/G/UTIL,6200,PHI@DET 12/23/2019 07:00PM ET,PHI,27.02
PG/SF,Will Barton (14021341),Will Barton,14021341,PG/SF/F/G/UTIL,6200,DEN@PHO 12/23/2019 09:00PM ET,DEN,32.07
SF/PF,Carmelo Anthony (14021354),Carmelo Anthony,14021354,SF/PF/F/UTIL,6100,NO@POR 12/23/2019 10:00PM ET,POR,29.68
SF/PF,Aaron Gordon (14021346),Aaron Gordon,14021346,SF/PF/F/UTIL,6100,CHI@ORL 12/23/2019 07:00PM ET,ORL,28.89
PF/C,Wendell Carter Jr. (14021358),Wendell Carter Jr.,14021358,PF/C/F/UTIL,6100,CHI@ORL 12/23/2019 07:00PM ET,CHI,29.15
PG/SG,Derrick Rose (14021350),Derrick Rose,14021350,PG/SG/G/UTIL,6100,PHI@DET 12/23/2019 07:00PM ET,DET,29.84
PG/SG,Kendrick Nunn (14021371),Kendrick Nunn,14021371,PG/SG/G/UTIL,6000,UTA@MIA 12/23/2019 07:30PM ET,MIA,27.91
SG/SF,Joe Ingles (14021375),Joe Ingles,14021375,SG/SF/F/G/UTIL,6000,UTA@MIA 12/23/2019 07:30PM ET,UTA,22.94
SG/SF,Evan Fournier (14021362),Evan Fournier,14021362,SG/SF/F/G/UTIL,6000,CHI@ORL 12/23/2019 07:00PM ET,ORL,30.40
SF/PF,Jonathan Isaac (14021367),Jonathan Isaac,14021367,SF/PF/F/UTIL,6000,CHI@ORL 12/23/2019 07:00PM ET,ORL,30.65
PG/SF,Draymond Green (14021384),Draymond Green,14021384,PG/SF/F/G/UTIL,5900,MIN@GS 12/23/2019 10:30PM ET,GS,29.2
PF/C,Markieff Morris (14021380),Markieff Morris,14021380,PF/C/F/UTIL,5900,PHI@DET 12/23/2019 07:00PM ET,DET,20.29
PG,Dejounte Murray (14021389),Dejounte Murray,14021389,PG/G/UTIL,5900,SA@MEM 12/23/2019 08:00PM ET,SA,27.55
C,Mitchell Robinson (14021392),Mitchell Robinson,14021392,C/UTIL,5800,WAS@NY 12/23/2019 07:00PM ET,NY,24.36
SF/PF,OG Anunoby (14021394),OG Anunoby,14021394,SF/PF/F/UTIL,5800,TOR@IND 12/23/2019 07:00PM ET,TOR,25.31
PG/SF,Justise Winslow (14021398),Justise Winslow,14021398,PG/SF/F/G/UTIL,5700,UTA@MIA 12/23/2019 07:30PM ET,MIA,29.22
PF/C,Marvin Bagley III (14021403),Marvin Bagley III,14021403,PF/C/F/UTIL,5700,HOU@SAC 12/23/2019 10:00PM ET,SAC,26.86
PG,Jeff Teague (14021407),Jeff Teague,14021407,PG/G/UTIL,5700,MIN@GS 12/23/2019 10:30PM ET,MIN,29.91
SF/PF,Marcus Morris Sr. (14021410),Marcus Morris Sr.,14021410,SF/PF/F/UTIL,5600,WAS@NY 12/23/2019 07:00PM ET,NY,30.70
PG,Goran Dragic (14021414),Goran Dragic,14021414,PG/G/UTIL,5600,UTA@MIA 12/23/2019 07:30PM ET,MIA,29.30
PG/SF,Tomas Satoransky (14021417),Tomas Satoransky,14021417,PG/SF/F/G/UTIL,5600,CHI@ORL 12/23/2019 07:00PM ET,CHI,25.05
PG/SG,RJ Barrett (14021422),RJ Barrett,14021422,PG/SG/G/UTIL,5500,WAS@NY 12/23/2019 07:00PM ET,NY,27.30
PF/C,Thomas Bryant (14021439),Thomas Bryant,14021439,PF/C/F/UTIL,5500,WAS@NY 12/23/2019 07:00PM ET,WAS,31.49
PF/C,Rui Hachimura (14021443),Rui Hachimura,14021443,PF/C/F/UTIL,5500,WAS@NY 12/23/2019 07:00PM ET,WAS,25.17
SF/PF,Harrison Barnes (14021431),Harrison Barnes,14021431,SF/PF/F/UTIL,5500,HOU@SAC 12/23/2019 10:00PM ET,SAC,27.57
PF/C,Richaun Holmes (14021435),Richaun Holmes,14021435,PF/C/F/UTIL,5500,HOU@SAC 12/23/2019 10:00PM ET,SAC,28.99
SG/SF,Jordan Clarkson (14021426),Jordan Clarkson,14021426,SG/SF/F/G/UTIL,5500,ATL@CLE 12/23/2019 07:00PM ET,CLE,23.25
PG/SG,Collin Sexton (14021447),Collin Sexton,14021447,PG/SG/G/UTIL,5400,ATL@CLE 12/23/2019 07:00PM ET,CLE,26.53
SF/PF,Jae Crowder (14021451),Jae Crowder,14021451,SF/PF/F/UTIL,5400,SA@MEM 12/23/2019 08:00PM ET,MEM,25.99
PF/C,Brandon Clarke (14021455),Brandon Clarke,14021455,PF/C/F/UTIL,5400,SA@MEM 12/23/2019 08:00PM ET,MEM,24.27
PG/SG,Alec Burks (14021469),Alec Burks,14021469,PG/SG/G/UTIL,5300,MIN@GS 12/23/2019 10:30PM ET,GS,28.64
SF/PF,Robert Covington (14021475),Robert Covington,14021475,SF/PF/F/UTIL,5300,MIN@GS 12/23/2019 10:30PM ET,MIN,25.34
C,Alex Len (14021473),Alex Len,14021473,C/UTIL,5300,ATL@CLE 12/23/2019 07:00PM ET,ATL,19.39
SG/SF,Luke Kennard (14021459),Luke Kennard,14021459,SG/SF/F/G/UTIL,5300,PHI@DET 12/23/2019 07:00PM ET,DET,28.14
SG/SF,Dillon Brooks (14021464),Dillon Brooks,14021464,SG/SF/F/G/UTIL,5300,SA@MEM 12/23/2019 08:00PM ET,MEM,25.23
PG,Mike Conley (14021493),Mike Conley,14021493,PG/G/UTIL,5200,UTA@MIA 12/23/2019 07:30PM ET,UTA,26.40
PF/C,Derrick Favors (14021496),Derrick Favors,14021496,PF/C/F/UTIL,5200,NO@POR 12/23/2019 10:00PM ET,NO,23.57
SF/PF,T.J. Warren (14021479),T.J. Warren,14021479,SF/PF/F/UTIL,5200,TOR@IND 12/23/2019 07:00PM ET,IND,26.1
C,Marc Gasol (14021487),Marc Gasol,14021487,C/UTIL,5200,TOR@IND 12/23/2019 07:00PM ET,TOR,23.93
PG/SG,Markelle Fultz (14021483),Markelle Fultz,14021483,PG/SG/G/UTIL,5200,CHI@ORL 12/23/2019 07:00PM ET,ORL,23.33
SF/PF,Jabari Parker (14021489),Jabari Parker,14021489,SF/PF/F/UTIL,5200,ATL@CLE 12/23/2019 07:00PM ET,ATL,29.64
PG,Elfrid Payton (14021500),Elfrid Payton,14021500,PG/G/UTIL,5100,WAS@NY 12/23/2019 07:00PM ET,NY,23.5
PG,Isaiah Thomas (14021508),Isaiah Thomas,14021508,PG/G/UTIL,5100,WAS@NY 12/23/2019 07:00PM ET,WAS,24.38
PF/C,Moritz Wagner (14021511),Moritz Wagner,14021511,PF/C/F/UTIL,5100,WAS@NY 12/23/2019 07:00PM ET,WAS,23.49
SG/SF,Josh Hart (14021519),Josh Hart,14021519,SG/SF/F/G/UTIL,5100,NO@POR 12/23/2019 10:00PM ET,NO,24.64
C,Myles Turner (14021503),Myles Turner,14021503,C/UTIL,5100,TOR@IND 12/23/2019 07:00PM ET,IND,26.53
PF,Nemanja Bjelica (14021505),Nemanja Bjelica,14021505,PF/F/UTIL,5100,HOU@SAC 12/23/2019 10:00PM ET,SAC,26.60
PG/SG,Kevin Huerter (14021515),Kevin Huerter,14021515,PG/SG/G/UTIL,5100,ATL@CLE 12/23/2019 07:00PM ET,ATL,21.18
SF/PF,Otto Porter Jr. (14021528),Otto Porter Jr.,14021528,SF/PF/F/UTIL,5000,CHI@ORL 12/23/2019 07:00PM ET,CHI,21.03
PG/SF,Kris Dunn (14021532),Kris Dunn,14021532,PG/SF/F/G/UTIL,5000,CHI@ORL 12/23/2019 07:00PM ET,CHI,20.42
PG/SG,Bruce Brown Jr. (14021524),Bruce Brown Jr.,14021524,PG/SG/G/UTIL,5000,PHI@DET 12/23/2019 07:00PM ET,DET,21.67
PG,Lonzo Ball (14021546),Lonzo Ball,14021546,PG/G/UTIL,4900,NO@POR 12/23/2019 10:00PM ET,NO,26.92
SG/SF,Bogdan Bogdanovic (14021541),Bogdan Bogdanovic,14021541,SG/SF/F/G/UTIL,4900,HOU@SAC 12/23/2019 10:00PM ET,SAC,26.8
SF/PF,Dario Saric (14021537),Dario Saric,14021537,SF/PF/F/UTIL,4900,DEN@PHO 12/23/2019 09:00PM ET,PHO,26.68
PF/C,Bobby Portis (14021549),Bobby Portis,14021549,PF/C/F/UTIL,4800,WAS@NY 12/23/2019 07:00PM ET,NY,21.08
SG/SF,Troy Brown (14021560),Troy Brown,14021560,SG/SF/F/G/UTIL,4800,WAS@NY 12/23/2019 07:00PM ET,WAS,20.94
SG,Tyler Herro (14021557),Tyler Herro,14021557,SG/G/UTIL,4800,UTA@MIA 12/23/2019 07:30PM ET,MIA,23.87
SG/SF,JJ Redick (14021565),JJ Redick,14021565,SG/SF/F/G/UTIL,4800,NO@POR 12/23/2019 10:00PM ET,NO,24.91
PF/C,Christian Wood (14021553),Christian Wood,14021553,PF/C/F/UTIL,4800,PHI@DET 12/23/2019 07:00PM ET,DET,18.46
SG/SF,Duncan Robinson (14021570),Duncan Robinson,14021570,SG/SF/F/G/UTIL,4700,UTA@MIA 12/23/2019 07:30PM ET,MIA,20.48
SG/SF,Kent Bazemore (14021577),Kent Bazemore,14021577,SG/SF/F/G/UTIL,4700,NO@POR 12/23/2019 10:00PM ET,POR,18.96
SF/PF,De'Andre Hunter (14021582),De'Andre Hunter,14021582,SF/PF/F/UTIL,4700,ATL@CLE 12/23/2019 07:00PM ET,ATL,22.53
C,Aron Baynes (14021575),Aron Baynes,14021575,C/UTIL,4700,DEN@PHO 12/23/2019 09:00PM ET,PHO,25.5
SF/PF,Derrick Jones Jr. (14021597),Derrick Jones Jr.,14021597,SF/PF/F/UTIL,4600,UTA@MIA 12/23/2019 07:30PM ET,MIA,16.62
SG/SF,Jeremy Lamb (14021586),Jeremy Lamb,14021586,SG/SF/F/G/UTIL,4600,TOR@IND 12/23/2019 07:00PM ET,IND,27.03
PG,D.J. Augustin (14021591),D.J. Augustin,14021591,PG/G/UTIL,4600,CHI@ORL 12/23/2019 07:00PM ET,ORL,21.96
PF/C,P.J. Tucker (14021603),P.J. Tucker,14021603,PF/C/F/UTIL,4600,HOU@SAC 12/23/2019 10:00PM ET,HOU,24.85
C,Willie Cauley-Stein (14021601),Willie Cauley-Stein,14021601,C/UTIL,4600,MIN@GS 12/23/2019 10:30PM ET,GS,22.95
C,Gorgui Dieng (14021607),Gorgui Dieng,14021607,C/UTIL,4600,MIN@GS 12/23/2019 10:30PM ET,MIN,16.28
PG,Darius Garland (14021594),Darius Garland,14021594,PG/G/UTIL,4600,ATL@CLE 12/23/2019 07:00PM ET,CLE,19.02
PG,Ish Smith (14021613),Ish Smith,14021613,PG/G/UTIL,4500,WAS@NY 12/23/2019 07:00PM ET,WAS,21.78
SF,Royce O'Neale (14021620),Royce O'Neale,14021620,SF/F/UTIL,4500,UTA@MIA 12/23/2019 07:30PM ET,UTA,18.89
SF/PF,Rondae Hollis-Jefferson (14021616),Rondae Hollis-Jefferson,14021616,SF/PF/F/UTIL,4500,TOR@IND 12/23/2019 07:00PM ET,TOR,19.43
PF/C,Frank Kaminsky (14021609),Frank Kaminsky,14021609,PF/C/F/UTIL,4500,DEN@PHO 12/23/2019 09:00PM ET,PHO,23.36
SG,Gary Harris (14021623),Gary Harris,14021623,SG/G/UTIL,4500,DEN@PHO 12/23/2019 09:00PM ET,DEN,21.67
C,Ian Mahinmi (14021644),Ian Mahinmi,14021644,C/UTIL,4400,WAS@NY 12/23/2019 07:00PM ET,WAS,19.16
PF/C,Zach Collins (14021640),Zach Collins,14021640,PF/C/F/UTIL,4400,NO@POR 12/23/2019 10:00PM ET,POR,17.83
SG/SF,Justin Holiday (14021626),Justin Holiday,14021626,SG/SF/F/G/UTIL,4400,TOR@IND 12/23/2019 07:00PM ET,IND,18.48
PG/SG,Aaron Holiday (14021631),Aaron Holiday,14021631,PG/SG/G/UTIL,4400,TOR@IND 12/23/2019 07:00PM ET,IND,19.30
SG/SF,Terrence Ross (14021635),Terrence Ross,14021635,SG/SF/F/G/UTIL,4400,CHI@ORL 12/23/2019 07:00PM ET,ORL,20.32
SF/PF,Jake Layman (14021646),Jake Layman,14021646,SF/PF/F/UTIL,4400,MIN@GS 12/23/2019 10:30PM ET,MIN,18.52
SG/SF,Damion Lee (14021650),Damion Lee,14021650,SG/SF/F/G/UTIL,4300,MIN@GS 12/23/2019 10:30PM ET,GS,20.27
SF/PF,Eric Paschall (14021659),Eric Paschall,14021659,SF/PF/F/UTIL,4300,MIN@GS 12/23/2019 10:30PM ET,GS,25.10
PF/C,Mason Plumlee (14021655),Mason Plumlee,14021655,PF/C/F/UTIL,4300,DEN@PHO 12/23/2019 09:00PM ET,DEN,19.70
SF/PF,Kevin Knox (14021663),Kevin Knox,14021663,SF/PF/F/UTIL,4200,WAS@NY 12/23/2019 07:00PM ET,NY,16.14
C,Jaxson Hayes (14021687),Jaxson Hayes,14021687,C/UTIL,4200,NO@POR 12/23/2019 10:00PM ET,NO,19.61
PG,T.J. McConnell (14021667),T.J. McConnell,14021667,PG/G/UTIL,4200,TOR@IND 12/23/2019 07:00PM ET,IND,18.81
SG/SF,Cam Reddish (14021674),Cam Reddish,14021674,SG/SF/F/G/UTIL,4200,ATL@CLE 12/23/2019 07:00PM ET,ATL,17.82
PF/C,Paul Millsap (14021683),Paul Millsap,14021683,PF/C/F/UTIL,4200,DEN@PHO 12/23/2019 09:00PM ET,DEN,25.39
PG/SG,De'Anthony Melton (14021670),De'Anthony Melton,14021670,PG/SG/G/UTIL,4200,SA@MEM 12/23/2019 08:00PM ET,MEM,18.38
SF/PF,Rudy Gay (14021679),Rudy Gay,14021679,SF/PF/F/UTIL,4200,SA@MEM 12/23/2019 08:00PM ET,SA,23.09
SG/SF,Glenn Robinson III (14021689),Glenn Robinson III,14021689,SG/SF/F/G/UTIL,4100,MIN@GS 12/23/2019 10:30PM ET,GS,22.38
PG/SG,Patty Mills (14021694),Patty Mills,14021694,PG/SG/G/UTIL,4100,SA@MEM 12/23/2019 08:00PM ET,SA,19.56
PG/SF,Patrick McCaw (14021711),Patrick McCaw,14021711,PG/SF/F/G/UTIL,4000,TOR@IND 12/23/2019 07:00PM ET,TOR,11.72
PG/SG,Coby White (14021716),Coby White,14021716,PG/SG/G/UTIL,4000,CHI@ORL 12/23/2019 07:00PM ET,CHI,21.08
PF/C,Larry Nance Jr. (14021698),Larry Nance Jr.,14021698,PF/C/F/UTIL,4000,ATL@CLE 12/23/2019 07:00PM ET,CLE,22.68
SF/PF,Cedi Osman (14021702),Cedi Osman,14021702,SF/PF/F/UTIL,4000,ATL@CLE 12/23/2019 07:00PM ET,CLE,19.72
SG/SF,Mikal Bridges (14021706),Mikal Bridges,14021706,SG/SF/F/G/UTIL,4000,DEN@PHO 12/23/2019 09:00PM ET,PHO,16.66
PG/SG,Derrick White (14021720),Derrick White,14021720,PG/SG/G/UTIL,4000,SA@MEM 12/23/2019 08:00PM ET,SA,19.77
PG,Emmanuel Mudiay (14021728),Emmanuel Mudiay,14021728,PG/G/UTIL,3900,UTA@MIA 12/23/2019 07:30PM ET,UTA,14.61
SF/PF,Danuel House Jr. (14021735),Danuel House Jr.,14021735,SF/PF/F/UTIL,3900,HOU@SAC 12/23/2019 10:00PM ET,HOU,21.55
PF/C,Marquese Chriss (14021724),Marquese Chriss,14021724,PF/C/F/UTIL,3900,MIN@GS 12/23/2019 10:30PM ET,GS,19.60
PF/C,Jerami Grant (14021731),Jerami Grant,14021731,PF/C/F/UTIL,3900,DEN@PHO 12/23/2019 09:00PM ET,DEN,17.62
C,Jahlil Okafor (14021755),Jahlil Okafor,14021755,C/UTIL,3800,NO@POR 12/23/2019 10:00PM ET,NO,18.44
SF/PF,Thaddeus Young (14021751),Thaddeus Young,14021751,SF/PF/F/UTIL,3800,CHI@ORL 12/23/2019 07:00PM ET,CHI,19.27
SF/PF,Trevor Ariza (14021747),Trevor Ariza,14021747,SF/PF/F/UTIL,3800,HOU@SAC 12/23/2019 10:00PM ET,SAC,15.43
SG/SF,Ben McLemore (14021757),Ben McLemore,14021757,SG/SF/F/G/UTIL,3800,HOU@SAC 12/23/2019 10:00PM ET,HOU,17.66
PG/SG,Reggie Jackson (14021739),Reggie Jackson,14021739,PG/SG/G/UTIL,3800,PHI@DET 12/23/2019 07:00PM ET,DET,14.12
PG/SG,Langston Galloway (14021743),Langston Galloway,14021743,PG/SG/G/UTIL,3800,PHI@DET 12/23/2019 07:00PM ET,DET,18.78
PF/C,Kelly Olynyk (14021767),Kelly Olynyk,14021767,PF/C/F/UTIL,3700,UTA@MIA 12/23/2019 07:30PM ET,MIA,19.61
PG/SG,Terence Davis (14021775),Terence Davis,14021775,PG/SG/G/UTIL,3700,TOR@IND 12/23/2019 07:00PM ET,TOR,14.18
SG/SF,Josh Okogie (14021781),Josh Okogie,14021781,SG/SF/F/G/UTIL,3700,MIN@GS 12/23/2019 10:30PM ET,MIN,18.83
SG/SF,Kevin Porter Jr. (14021762),Kevin Porter Jr.,14021762,SG/SF/F/G/UTIL,3700,ATL@CLE 12/23/2019 07:00PM ET,CLE,16.26
PG/SG,Elie Okobo (14021771),Elie Okobo,14021771,PG/SG/G/UTIL,3700,DEN@PHO 12/23/2019 09:00PM ET,PHO,11.62
C,Jakob Poeltl (14021779),Jakob Poeltl,14021779,C/UTIL,3700,SA@MEM 12/23/2019 08:00PM ET,SA,19.51
SF,Isaac Bonga (14021800),Isaac Bonga,14021800,SF/F/UTIL,3600,WAS@NY 12/23/2019 07:00PM ET,WAS,10.24
PF/C,Meyers Leonard (14021791),Meyers Leonard,14021791,PF/C/F/UTIL,3600,UTA@MIA 12/23/2019 07:30PM ET,MIA,14.38
SG/SF,Dion Waiters (14021795),Dion Waiters,14021795,SG/SF/F/G/UTIL,3600,UTA@MIA 12/23/2019 07:30PM ET,MIA,0
SG/SF,Tony Snell (14021786),Tony Snell,14021786,SG/SF/F/G/UTIL,3600,PHI@DET 12/23/2019 07:00PM ET,DET,14.82
SG/SF,Furkan Korkmaz (14021803),Furkan Korkmaz,14021803,SG/SF/F/G/UTIL,3600,PHI@DET 12/23/2019 07:00PM ET,PHI,13.2
SF/PF,Admiral Schofield (14021816),Admiral Schofield,14021816,SF/PF/F/UTIL,3500,WAS@NY 12/23/2019 07:00PM ET,WAS,7.77
C,Anzejs Pasecniks (14021820),Anzejs Pasecniks,14021820,C/UTIL,3500,WAS@NY 12/23/2019 07:00PM ET,WAS,13.5
SF/PF,Doug McDermott (14021808),Doug McDermott,14021808,SF/PF/F/UTIL,3500,TOR@IND 12/23/2019 07:00PM ET,IND,16.11
PF/C,Chris Boucher (14021822),Chris Boucher,14021822,PF/C/F/UTIL,3500,TOR@IND 12/23/2019 07:00PM ET,TOR,13.85
PG/SG,Michael Carter-Williams (14021812),Michael Carter-Williams,14021812,PG/SG/G/UTIL,3500,CHI@ORL 12/23/2019 07:00PM ET,ORL,14.84
SG/SF,Denzel Valentine (14021826),Denzel Valentine,14021826,SG/SF/F/G/UTIL,3500,CHI@ORL 12/23/2019 07:00PM ET,CHI,13.71
PG/SG,Jordan McRae (14021849),Jordan McRae,14021849,PG/SG/G/UTIL,3400,WAS@NY 12/23/2019 07:00PM ET,WAS,17.86
PG/SG,Anfernee Simons (14021845),Anfernee Simons,14021845,PG/SG/G/UTIL,3400,NO@POR 12/23/2019 10:00PM ET,POR,15.42
